dataset,fold,score_set,method,c_value,stage,features,scores,slim_threshold,solution_code,accuracy_score_y_pred_train,accuracy_score_y_pred_test,balanced_accuracy_score_y_pred_train,balanced_accuracy_score_y_pred_test,precision_score_y_pred_train,precision_score_y_pred_test,recall_score_y_pred_train,recall_score_y_pred_test,f1_score_y_pred_train,f1_score_y_pred_test,lookahead,psl_calibration_method,psl_optimization_metric,brier_score_loss_train,brier_score_loss_test,roc_auc_score_train,roc_auc_score_test,constrained_precision_train,constrained_precision_test,expected_entropy_train,expected_entropy_test,accuracy_score_y_bal_train,accuracy_score_y_bal_test,accuracy_score_cp_train,accuracy_score_cp_test,balanced_accuracy_score_y_bal_train,balanced_accuracy_score_y_bal_test,balanced_accuracy_score_cp_train,balanced_accuracy_score_cp_test,precision_score_y_bal_train,precision_score_y_bal_test,precision_score_cp_train,precision_score_cp_test,recall_score_y_bal_train,recall_score_y_bal_test,recall_score_cp_train,recall_score_cp_test,f1_score_y_bal_train,f1_score_y_bal_test,f1_score_cp_train,f1_score_cp_test
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[4, 0, 10, 1, 8, 5]","[3, 2, 3, 2, 2, 1]",,,0.9163090128755365,0.9130434782608696,0.6121909888357256,0.4883720930232558,0.8461538461538461,0.0,0.2291666666666666,0.0,0.360655737704918,0.0,2.0,isotonic,expected_entropy,0.0613404513370524,0.082782113404673,0.8633124003189794,0.6762790697674419,0.1030042918454935,0.0652173913043478,0.3119416698669405,0.2976565554297143,0.8884120171673819,0.8304347826086956,0.1030042918454935,0.0652173913043478,0.817932615629984,0.5992248062015504,0.5,0.5,0.4729729729729729,0.1470588235294117,0.1030042918454935,0.0652173913043478,0.7291666666666666,0.3333333333333333,1.0,1.0,0.5737704918032787,0.2040816326530612,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,7,"[4, 0, 10, 1, 8, 5, 9]","[3, 2, 3, 2, 2, 1, -1]",,,0.9163090128755365,0.9130434782608696,0.6029704944178629,0.4883720930232558,0.9090909090909092,0.0,0.2083333333333333,0.0,0.3389830508474576,0.0,2.0,isotonic,expected_entropy,0.0601506027641222,0.0846162534222264,0.8673744019138757,0.7172093023255814,0.128133704735376,0.0837988826815642,0.3065034683574146,0.2941076174072028,0.8927038626609443,0.8304347826086956,0.3240343347639485,0.2869565217391304,0.8203249601275917,0.5992248062015504,0.6047647527910686,0.6186046511627907,0.4861111111111111,0.1470588235294117,0.128133704735376,0.0837988826815642,0.7291666666666666,0.3333333333333333,0.9583333333333334,1.0,0.5833333333333334,0.2040816326530612,0.226044226044226,0.1546391752577319
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,8,"[4, 0, 10, 1, 8, 5, 9, 6]","[3, 2, 3, 2, 2, 1, -1, 1]",,,0.9163090128755365,0.9130434782608696,0.6121909888357256,0.4883720930232558,0.8461538461538461,0.0,0.2291666666666666,0.0,0.360655737704918,0.0,2.0,isotonic,expected_entropy,0.0600357871636264,0.0813939042987961,0.8723086124401914,0.6851162790697675,0.1243386243386243,0.0806451612903225,0.3037176645989403,0.2963820502182538,0.8905579399141631,0.8260869565217391,0.2875536480686695,0.2565217391304348,0.8283492822966507,0.5968992248062015,0.5936503189792663,0.6023255813953489,0.48,0.1428571428571428,0.1243386243386243,0.0806451612903225,0.75,0.3333333333333333,0.9791666666666666,1.0,0.5853658536585366,0.2,0.2206572769953051,0.1492537313432836
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,9,"[4, 0, 10, 1, 8, 5, 9, 6, 2]","[3, 2, 3, 2, 2, 1, -1, 1, -2]",,,0.9120171673819742,0.917391304347826,0.5821371610845295,0.4906976744186046,0.8888888888888888,0.0,0.1666666666666666,0.0,0.2807017543859649,0.0,2.0,isotonic,expected_entropy,0.0608387828739405,0.083308133290675,0.87397826953748,0.6827906976744186,0.127027027027027,0.0828729281767955,0.3077630424957927,0.3048258535440201,0.8991416309012875,0.8260869565217391,0.3047210300429184,0.2782608695652174,0.8146929824561404,0.5968992248062015,0.6032196969696969,0.6139534883720931,0.5074626865671642,0.1428571428571428,0.127027027027027,0.0828729281767955,0.7083333333333334,0.3333333333333333,0.9791666666666666,1.0,0.591304347826087,0.2,0.2248803827751196,0.1530612244897959
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,10,"[4, 0, 10, 1, 8, 5, 9, 6, 2, 3]","[3, 2, 3, 2, 2, 1, -1, 1, -2, 1]",,,0.9163090128755365,0.9043478260869564,0.6398524720893142,0.5147286821705427,0.7368421052631579,0.1111111111111111,0.2916666666666667,0.0666666666666666,0.417910447761194,0.0833333333333333,2.0,isotonic,expected_entropy,0.0606672554599471,0.0840474130504734,0.873255582137161,0.6835658914728682,0.1266846361185983,0.0828729281767955,0.3082108676270086,0.2999753194218686,0.8948497854077253,0.8260869565217391,0.3025751072961373,0.2782608695652174,0.8123006379585327,0.5968992248062015,0.6020235247208932,0.6139534883720931,0.4927536231884058,0.1428571428571428,0.1266846361185983,0.0828729281767955,0.7083333333333334,0.3333333333333333,0.9791666666666666,1.0,0.5811965811965812,0.2,0.224343675417661,0.1530612244897959
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,11,"[4, 0, 10, 1, 8, 5, 9, 6, 2, 3, 7]","[3, 2, 3, 2, 2, 1, -1, 1, -2, 1, 1]",,,0.9141630901287554,0.9043478260869564,0.6202153110047847,0.4837209302325581,0.75,0.0,0.25,0.0,0.375,0.0,2.0,isotonic,expected_entropy,0.0625933483348055,0.0835861067659072,0.8752492025518342,0.6724031007751939,0.1246753246753246,0.0793650793650793,0.311238541253439,0.2984718188122107,0.8862660944206009,0.8217391304347826,0.2768240343347639,0.2434782608695652,0.8075159489633175,0.5945736434108527,0.59688995215311,0.5953488372093023,0.4657534246575342,0.1388888888888889,0.1246753246753246,0.0793650793650793,0.7083333333333334,0.3333333333333333,1.0,1.0,0.5619834710743802,0.196078431372549,0.2217090069284064,0.1470588235294117
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,0,[],[],,,0.8969957081545065,0.9347826086956522,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,isotonic,constrained_precision,0.0923944077069019,0.0623919330283098,0.5,0.5,0.1030042918454935,0.0652173913043478,0.4784472664473609,0.4784472664473609,0.8969957081545065,0.9347826086956522,0.1030042918454935,0.0652173913043478,0.5,0.5,0.5,0.5,0.0,0.0,0.1030042918454935,0.0652173913043478,0.0,0.0,1.0,1.0,0.0,0.0,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[0],[3],,,0.8969957081545065,0.9347826086956522,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,isotonic,constrained_precision,0.0870244413826598,0.0620822993520896,0.6943779904306219,0.6496124031007752,0.1030042918454935,0.0652173913043478,0.4368183058800223,0.4303583112161108,0.6502145922746781,0.6347826086956522,0.1030042918454935,0.0652173913043478,0.694377990430622,0.6496124031007752,0.5,0.5,0.1925133689839572,0.1123595505617977,0.1030042918454935,0.0652173913043478,0.75,0.6666666666666666,1.0,1.0,0.3063829787234042,0.1923076923076923,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[0, 1]","[3, 2]",,,0.8969957081545065,0.9347826086956522,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,isotonic,constrained_precision,0.0835954128868979,0.0587199376155654,0.7631828149920254,0.7431007751937985,0.1601423487544484,0.1076923076923077,0.4111428594613145,0.3852575647737217,0.6502145922746781,0.6347826086956522,0.4871244635193133,0.4913043478260869,0.694377990430622,0.6496124031007752,0.6864533492822966,0.6968992248062016,0.1925133689839572,0.1123595505617977,0.1601423487544484,0.1076923076923077,0.75,0.6666666666666666,0.9375,0.9333333333333332,0.3063829787234042,0.1923076923076923,0.2735562310030395,0.193103448275862
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[0, 1, 2]","[3, 2, 1]",,,0.8969957081545065,0.9347826086956522,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,isotonic,constrained_precision,0.0828988112665255,0.0581852565018152,0.7636064593301435,0.7468217054263566,0.1601423487544484,0.1076923076923077,0.4090798564719191,0.380944081795893,0.5944206008583691,0.5956521739130435,0.4871244635193133,0.4913043478260869,0.690938995215311,0.6596899224806201,0.6864533492822966,0.6968992248062016,0.1780821917808219,0.11,0.1601423487544484,0.1076923076923077,0.8125,0.7333333333333333,0.9375,0.9333333333333332,0.2921348314606741,0.1913043478260869,0.2735562310030395,0.193103448275862
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[0, 1, 2, 4]","[3, 2, 1, 1]",,,0.9055793991416308,0.9260869565217392,0.5416666666666666,0.4953488372093023,1.0,0.0,0.0833333333333333,0.0,0.1538461538461538,0.0,2.0,isotonic,constrained_precision,0.0744776150720159,0.0656887930833824,0.8055721690590111,0.7527131782945737,0.1929824561403508,0.0773195876288659,0.3698887495825083,0.3468474648553292,0.5965665236051502,0.5695652173913044,0.5965665236051502,0.5695652173913044,0.738237639553429,0.6767441860465117,0.738237639553429,0.6767441860465117,0.1929824561403508,0.1111111111111111,0.1929824561403508,0.1111111111111111,0.9166666666666666,0.8,0.9166666666666666,0.8,0.3188405797101449,0.1951219512195121,0.3188405797101449,0.1951219512195121
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[0, 1, 2, 4, 5]","[3, 2, 1, 1, 2]",,,0.9034334763948498,0.9347826086956522,0.5404704944178629,0.562015503875969,0.8,0.5,0.0833333333333333,0.1333333333333333,0.1509433962264151,0.2105263157894737,2.0,isotonic,constrained_precision,0.0756390496612305,0.0598978525801485,0.8165620015948963,0.7765891472868217,0.1931330472103004,0.1094890510948905,0.3695051907555826,0.3489377311232467,0.5901287553648069,0.5565217391304348,0.5901287553648069,0.5565217391304348,0.7438696172248804,0.6697674418604651,0.7438696172248804,0.6697674418604651,0.1931330472103004,0.1081081081081081,0.1931330472103004,0.1081081081081081,0.9375,0.8,0.9375,0.8,0.3202846975088967,0.1904761904761904,0.3202846975088967,0.1904761904761904
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[0, 1, 2, 4, 5, 9]","[3, 2, 1, 1, 2, -2]",,,0.9012875536480688,0.9391304347826088,0.5300538277511961,0.5643410852713179,0.75,0.6666666666666666,0.0625,0.1333333333333333,0.1153846153846153,0.2222222222222222,2.0,isotonic,constrained_precision,0.0756039717797115,0.05857184978344,0.8223435007974482,0.7925581395348837,0.2045454545454545,0.1136363636363636,0.3656334035457518,0.3458996205515653,0.6180257510729614,0.5826086956521739,0.6180257510729614,0.5826086956521739,0.7594198564593302,0.6837209302325582,0.7594198564593302,0.6837209302325582,0.2045454545454545,0.1142857142857142,0.2045454545454545,0.1142857142857142,0.9375,0.8,0.9375,0.8,0.3358208955223881,0.1999999999999999,0.3358208955223881,0.1999999999999999
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,7,"[0, 1, 2, 4, 5, 9, 6]","[3, 2, 1, 1, 2, -2, -1]",,,0.9012875536480688,0.9391304347826088,0.5300538277511961,0.5643410852713179,0.75,0.6666666666666666,0.0625,0.1333333333333333,0.1153846153846153,0.2222222222222222,2.0,isotonic,constrained_precision,0.076863095621296,0.0593029570314066,0.8150917065390749,0.7871317829457365,0.2105263157894736,0.1181102362204724,0.3716410998028848,0.3612580974385704,0.6373390557939914,0.5869565217391305,0.6373390557939914,0.5869565217391305,0.7609649122807017,0.6550387596899225,0.7609649122807017,0.6550387596899225,0.2105263157894736,0.1078431372549019,0.2105263157894736,0.1078431372549019,0.9166666666666666,0.7333333333333333,0.9166666666666666,0.7333333333333333,0.3424124513618676,0.188034188034188,0.3424124513618676,0.188034188034188
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,8,"[0, 1, 2, 4, 5, 9, 6, 8]","[3, 2, 1, 1, 2, -2, -1, 1]",,,0.9012875536480688,0.9347826086956522,0.5208333333333334,0.5,1.0,0.0,0.0416666666666666,0.0,0.0799999999999999,0.0,2.0,isotonic,constrained_precision,0.0761855289068241,0.0606094001936927,0.8231658692185008,0.773953488372093,0.2093023255813953,0.1153846153846153,0.36634467282241,0.3568095081132688,0.628755364806867,0.5695652173913044,0.628755364806867,0.5695652173913044,0.7654007177033493,0.6457364341085271,0.7654007177033493,0.6457364341085271,0.2093023255813953,0.1037735849056603,0.2093023255813953,0.1037735849056603,0.9375,0.7333333333333333,0.9375,0.7333333333333333,0.3422053231939164,0.1818181818181818,0.3422053231939164,0.1818181818181818
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,9,"[0, 1, 2, 4, 5, 9, 6, 8, 3]","[3, 2, 1, 1, 2, -2, -1, 1, -2]",,,0.9012875536480688,0.9347826086956522,0.5208333333333334,0.5,1.0,0.0,0.0416666666666666,0.0,0.0799999999999999,0.0,2.0,isotonic,constrained_precision,0.078207451407122,0.0601593984820651,0.8128488835725678,0.7561240310077519,0.2135922330097087,0.1085271317829457,0.3755456629929473,0.3721806357325423,0.6437768240343348,0.5695652173913044,0.6437768240343348,0.5695652173913044,0.7645534290271132,0.6457364341085271,0.7645534290271132,0.6457364341085271,0.2135922330097087,0.1037735849056603,0.2135922330097087,0.1037735849056603,0.9166666666666666,0.7333333333333333,0.9166666666666666,0.7333333333333333,0.3464566929133857,0.1818181818181818,0.3464566929133857,0.1818181818181818
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,10,"[0, 1, 2, 4, 5, 9, 6, 8, 3, 7]","[3, 2, 1, 1, 2, -2, -1, 1, -2, 1]",,,0.8991416309012875,0.9347826086956522,0.5196371610845295,0.5,0.6666666666666666,0.0,0.0416666666666666,0.0,0.0784313725490196,0.0,2.0,isotonic,constrained_precision,0.077730879358763,0.0619068719537689,0.8265051834130781,0.7451162790697675,0.2149532710280373,0.1044776119402985,0.3646303826440622,0.3555425354063927,0.6351931330472103,0.5652173913043478,0.6351931330472103,0.5652173913043478,0.7782097288676236,0.6434108527131783,0.7782097288676236,0.6434108527131783,0.2149532710280373,0.102803738317757,0.2149532710280373,0.102803738317757,0.9583333333333334,0.7333333333333333,0.9583333333333334,0.7333333333333333,0.3511450381679389,0.180327868852459,0.3511450381679389,0.180327868852459
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,11,"[0, 1, 2, 4, 5, 9, 6, 8, 3, 7, 10]","[3, 2, 1, 1, 2, -2, -1, 1, -2, 1, 1]",,,0.8991416309012875,0.9347826086956522,0.5104166666666666,0.5,1.0,0.0,0.0208333333333333,0.0,0.0408163265306122,0.0,2.0,isotonic,constrained_precision,0.0749418402228899,0.0629327578740442,0.8455442583732057,0.7506976744186047,0.1908713692946058,0.0992907801418439,0.3579840611031418,0.3391778841351074,0.7188841201716738,0.7,0.5772532188841202,0.5260869565217391,0.7787579744816586,0.6844961240310077,0.7459130781499203,0.6534883720930234,0.2484848484848484,0.1351351351351351,0.1908713692946058,0.1016949152542373,0.8541666666666666,0.6666666666666666,0.9583333333333334,0.8,0.3849765258215962,0.2247191011235955,0.3183391003460207,0.1804511278195489
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,0,[],[],,,0.8969957081545065,0.9347826086956522,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,isotonic,balanced_accuracy,0.0923944077069019,0.0623919330283098,0.5,0.5,0.1030042918454935,0.0652173913043478,0.4784472664473609,0.4784472664473609,0.8969957081545065,0.9347826086956522,0.1030042918454935,0.0652173913043478,0.5,0.5,0.5,0.5,0.0,0.0,0.1030042918454935,0.0652173913043478,0.0,0.0,1.0,1.0,0.0,0.0,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,1,[4],[3],,,0.8969957081545065,0.9347826086956522,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,isotonic,balanced_accuracy,0.0821113898232996,0.0654128644609283,0.7219397926634769,0.6093023255813953,0.1030042918454935,0.0652173913043478,0.4140078084947795,0.4078797886803281,0.8154506437768241,0.7913043478260869,0.1030042918454935,0.0652173913043478,0.7219397926634769,0.6093023255813954,0.5,0.5,0.3020833333333333,0.1333333333333333,0.1030042918454935,0.0652173913043478,0.6041666666666666,0.4,1.0,1.0,0.4027777777777777,0.2,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,2,"[4, 0]","[3, 3]",,,0.8969957081545065,0.9347826086956522,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,isotonic,balanced_accuracy,0.078136377263883,0.0632896963393971,0.7931120414673047,0.6961240310077519,0.1030042918454935,0.0652173913043478,0.3868358360020373,0.3758383668021332,0.5901287553648069,0.5478260869565217,0.1030042918454935,0.0652173913043478,0.7254286283891547,0.6651162790697674,0.5,0.5,0.1877729257641921,0.1061946902654867,0.1030042918454935,0.0652173913043478,0.8958333333333334,0.8,1.0,1.0,0.3104693140794223,0.1875,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,3,"[4, 0, 10]","[3, 3, 3]",,,0.9012875536480688,0.908695652173913,0.5945972886762361,0.5170542635658915,0.5555555555555556,0.125,0.2083333333333333,0.0666666666666666,0.303030303030303,0.0869565217391304,2.0,isotonic,balanced_accuracy,0.0727958708519173,0.0725133792837017,0.8272527910685806,0.6128682170542636,0.1030042918454935,0.0652173913043478,0.3531737241435006,0.343052213697702,0.7982832618025751,0.7391304347826086,0.1030042918454935,0.0652173913043478,0.8137958532695375,0.6124031007751938,0.5,0.5,0.3174603174603174,0.1186440677966101,0.1030042918454935,0.0652173913043478,0.8333333333333334,0.4666666666666667,1.0,1.0,0.4597701149425287,0.1891891891891891,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,4,"[4, 0, 10, 5]","[3, 3, 3, 2]",,,0.9012875536480688,0.908695652173913,0.5945972886762361,0.5170542635658915,0.5555555555555556,0.125,0.2083333333333333,0.0666666666666666,0.303030303030303,0.0869565217391304,2.0,isotonic,balanced_accuracy,0.0701947523709704,0.0707859601649782,0.8392145135566189,0.622170542635659,0.1030042918454935,0.0652173913043478,0.3445561019185395,0.3323970378608867,0.7982832618025751,0.7391304347826086,0.1030042918454935,0.0652173913043478,0.8137958532695375,0.6124031007751938,0.5,0.5,0.3174603174603174,0.1186440677966101,0.1030042918454935,0.0652173913043478,0.8333333333333334,0.4666666666666667,1.0,1.0,0.4597701149425287,0.1891891891891891,0.1867704280155641,0.1224489795918367
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,5,"[4, 0, 10, 5, 9]","[3, 3, 3, 2, -2]",,,0.9012875536480688,0.9130434782608696,0.5945972886762361,0.5193798449612403,0.5555555555555556,0.1428571428571428,0.2083333333333333,0.0666666666666666,0.303030303030303,0.0909090909090909,2.0,isotonic,balanced_accuracy,0.0706081086131404,0.0714765597685203,0.8427033492822967,0.6347286821705427,0.1066666666666666,0.0675675675675675,0.3425246752243631,0.3377982453437743,0.8111587982832618,0.7434782608695653,0.1373390557939914,0.1,0.8209728867623605,0.6147286821705427,0.5191387559808612,0.5186046511627906,0.3333333333333333,0.1206896551724138,0.1066666666666666,0.0675675675675675,0.8333333333333334,0.4666666666666667,1.0,1.0,0.4761904761904761,0.1917808219178082,0.1927710843373494,0.1265822784810126
covid,4,"[-3, -2, -1, 1, 2, 3]",PSL,,6,"[4, 0, 10, 5, 9, 8]","[3, 3, 3, 2, -2, 1]",,,0.9055793991416308,0.9043478260869564,0.6154306220095693,0.5147286821705427,0.6,0.1111111111111111,0.25,0.0666666666666666,0.3529411764705882,0.0833333333333333,2.0,isotonic,balanced_accuracy,0.0687437154980465,0.0751750519995017,0.8497308612440191,0.6392248062015504,0.1066666666666666,0.0675675675675675,0.3365267992301292,0.3318566119686056,0.8111587982832618,0.7434782608695653,0.1373390557939914,0.1,0.8209728867623605,0.6147286821705427,0.5191387559808612,0.5186046511627906,0.3333333333333333,0.1206896551724138,0.1066666666666666,0.0675675675675675,0.8333333333333334,0.4666666666666667,1.0,1.0,0.4761904761904761,0.1917808219178082,0.1927710843373494,0.1265822784810126
